ticker,price,transaction_date,transaction_type,quantity,account_number,create_date
PHT,$686.13,2020-02-15,sell,3189,038157209-9,2016-01-07 18:08:33
DLNG^A,$775.71,2021-11-12,sell,3211,353545298-8,2021-09-26 23:06:20
MAA^I,$1672.25,2015-04-27,sell,4595,611764757-3,2019-11-10 04:14:15
ETM,$1176.95,2017-01-11,sell,4019,310410630-4,2021-05-20 06:35:26
NNA,$685.00,2015-03-19,buy,3442,440783501-X,2015-08-05 21:01:26
ETE,$1826.19,2021-12-20,buy,2750,682635272-9,2018-11-21 09:54:49
PNTR,$1942.70,2020-11-27,buy,263,646936542-6,2015-09-23 16:10:11
ELECW,$1338.58,2021-08-16,buy,4629,058735104-7,2017-07-29 01:59:53
VEACW,$686.92,2015-06-26,buy,768,053540832-3,2020-10-16 14:45:38
KNL,$1236.42,2016-03-19,buy,2263,118652419-7,2018-01-20 10:11:43
OREX,$1907.31,2017-05-29,sell,391,753765707-6,2016-05-11 21:35:03
VEACW,$1850.54,2021-04-22,sell,3121,278429331-9,2017-07-22 22:59:22
TRQ,$111.16,2017-06-16,sell,4757,885499873-7,2020-09-12 19:46:32
TEL,$219.85,2021-12-06,sell,4396,327548883-X,2017-12-29 06:16:27
EVHC,$1103.21,2021-12-20,buy,3519,593921731-1,2018-07-18 04:48:56
Q,$993.36,2015-09-05,sell,4421,344273940-3,2016-07-31 20:02:12
BBT^F,$1119.97,2021-07-17,sell,2112,871150780-2,2015-08-23 02:49:52
NEE^H,$446.92,2020-06-09,buy,1417,401411285-3,2019-02-04 07:46:48
VCYT,$2000.96,2018-10-29,sell,852,521195227-8,2019-09-23 19:45:47
CZFC,$1465.73,2015-06-17,buy,2424,709489088-5,2019-04-30 18:57:58
RHI,$1688.06,2017-07-21,buy,4499,175675082-3,2019-06-18 12:08:56
DFBG,$1059.40,2017-08-17,sell,3922,922965020-X,2017-07-09 17:35:15
CALI,$620.24,2021-10-04,buy,3460,941416098-1,2019-08-11 10:20:57
FTEK,$38.01,2015-11-13,sell,3768,616946739-8,2018-04-04 17:43:03
JILL,$581.59,2018-09-14,sell,2048,535698652-1,2018-07-09 04:59:49
SENEA,$1621.29,2017-01-24,buy,758,745329251-4,2022-04-24 11:44:24
LLIT,$391.19,2020-11-19,buy,211,490972318-8,2017-01-15 03:21:57
KRC^H,$832.39,2018-06-28,sell,4360,222079857-7,2018-03-03 00:04:36
HLF,$1692.92,2020-02-04,sell,2806,456294359-9,2017-11-02 08:31:41
ROBO,$1823.56,2018-09-26,sell,1110,454357477-X,2016-06-04 20:57:35
AHH,$913.09,2020-09-03,buy,4705,197443755-8,2022-05-30 11:34:30
FFWM,$2373.74,2022-03-28,buy,4792,938725583-2,2019-04-10 16:10:58
TCAP,$1231.98,2019-05-13,buy,3939,749900815-0,2019-10-06 00:14:37
FMCI,$2157.40,2022-03-24,buy,1174,447019454-9,2018-05-20 17:49:47
MCK,$127.53,2016-02-15,sell,856,578250975-9,2016-08-01 16:22:09
VALU,$323.37,2017-12-22,buy,2453,719642588-X,2020-10-05 05:25:01
KBH,$73.01,2019-12-26,buy,575,043966834-4,2019-10-06 14:41:46
PEG,$371.38,2017-09-24,sell,4237,717706186-X,2019-12-26 15:38:37
LXP^C,$1477.61,2015-11-05,buy,1899,796125262-2,2020-05-12 18:34:38
SFBC,$451.62,2016-10-24,sell,4526,140185254-8,2018-10-29 03:15:15
VIA,$1947.09,2016-01-12,sell,1453,979309202-5,2020-05-27 10:06:37
CMRE^D,$961.47,2016-03-09,buy,2382,374374770-7,2020-03-16 00:20:17
VEC,$334.92,2020-03-17,sell,2147,140399264-9,2021-07-12 06:33:59
KMB,$1417.98,2020-10-05,sell,3082,130748760-2,2017-03-18 07:50:08
FTLB,$165.27,2016-02-10,sell,933,926165211-5,2017-07-17 19:09:02
IBTX,$562.48,2017-09-07,buy,4452,714283549-4,2020-10-29 08:45:28
OMEX,$1376.01,2021-07-22,sell,4920,551605654-3,2017-08-01 04:42:47
CYCCP,$1898.40,2015-11-17,sell,2358,502808244-8,2021-11-21 01:00:40
ADBE,$2326.89,2015-02-01,sell,638,543013500-3,2019-08-14 22:05:13
ACP,$1573.39,2021-06-08,sell,1024,749869495-6,2020-09-23 16:03:35
VIA,$1196.96,2020-10-06,buy,4842,654453663-6,2021-08-16 21:55:51
AGRO,$224.49,2021-07-02,sell,4141,025960206-X,2018-10-26 17:20:37
KBWB,$1697.16,2018-07-05,buy,2195,831168845-1,2020-01-14 14:20:29
INVA,$1367.45,2019-08-12,buy,3808,307193766-0,2022-03-06 18:12:44
RNVAZ,$25.38,2018-05-22,buy,3374,848804409-7,2018-12-05 14:25:35
PNFP,$2191.58,2019-02-21,sell,84,326596726-3,2018-12-15 14:04:38
EFAS,$2454.28,2021-05-29,sell,2626,289089187-9,2017-12-23 23:37:24
FDS,$2235.71,2019-12-21,buy,3135,277878029-7,2018-01-11 06:28:35
SOHO,$602.57,2018-01-03,buy,4914,169711990-5,2021-12-17 01:33:06
BUI,$2374.81,2017-02-10,buy,3796,885778029-5,2020-04-06 08:53:04
VNO^L,$2331.11,2015-06-27,buy,911,445572498-2,2021-09-01 10:21:29
PYN,$642.84,2016-01-13,buy,3910,698124171-4,2019-12-31 01:34:10
EOG,$465.60,2022-01-05,buy,4394,158703670-3,2019-04-08 07:32:55
TISA,$1767.54,2018-07-29,buy,2651,839239255-8,2018-06-01 03:14:57
EOCC,$1607.44,2017-07-29,sell,4072,004145337-9,2019-05-02 01:19:36
WTTR,$2126.95,2018-07-11,buy,2943,818001388-X,2016-01-20 03:48:45
JMM,$2264.91,2019-08-08,buy,3988,145231371-7,2017-08-28 02:32:40
PN,$1523.65,2017-02-18,sell,2497,936965497-6,2015-01-25 01:29:18
WPC,$2377.82,2020-05-01,sell,4730,779767672-0,2020-06-17 07:59:54
NYCB^A,$1956.25,2015-02-02,sell,1438,295558566-1,2015-01-14 13:28:54
NGVC,$1182.99,2022-02-09,buy,4951,903887993-8,2015-04-24 15:59:34
BANC^D,$179.29,2017-11-23,sell,822,073475136-2,2018-08-15 01:33:37
SNDX,$2138.05,2019-08-09,sell,28,086268043-3,2022-01-17 21:46:24
QUMU,$981.53,2022-01-07,buy,3104,057569454-8,2018-04-08 01:24:28
LSI,$2495.30,2015-07-26,buy,2590,115091302-9,2017-02-12 07:55:02
OSTK,$1443.49,2019-06-05,sell,3129,996473639-8,2019-03-31 20:23:45
MSGN,$91.54,2016-06-24,sell,68,194358899-6,2019-03-18 06:06:33
AQN,$1396.16,2017-02-07,sell,874,187849326-4,2022-08-05 22:37:59
OSBCP,$603.68,2018-02-06,sell,4637,490398912-7,2019-07-04 18:59:44
PVTBP,$1940.29,2018-08-31,buy,1749,991344250-8,2015-07-28 17:04:25
FANH,$886.53,2017-02-23,buy,451,106429398-0,2017-02-28 13:56:29
TMUS,$862.97,2022-07-20,buy,3351,018411596-5,2020-03-07 20:16:17
CUNB,$1561.13,2018-07-30,sell,1530,640956843-6,2017-07-22 15:02:04
AKBA,$396.99,2015-03-22,buy,2496,696128808-1,2015-03-25 12:29:11
IVFVC,$965.90,2021-09-09,buy,4147,539483745-7,2019-05-27 12:14:24
MTP,$431.48,2016-10-13,sell,820,425625208-8,2015-02-07 16:48:04
CBMXW,$910.93,2016-07-21,buy,2073,442177919-9,2017-10-21 20:24:17
JMBA,$1722.29,2015-07-21,buy,3928,718478763-3,2018-08-31 14:00:13
SNGXW,$2482.95,2015-05-28,buy,2724,589502199-9,2016-08-22 02:28:17
RAVN,$347.14,2016-04-18,buy,3935,707440378-4,2016-07-13 04:03:07
FCFS,$1768.96,2015-04-22,buy,4711,090394759-5,2017-04-25 10:03:43
KTH,$1019.60,2015-03-29,sell,3207,183521067-8,2017-06-26 05:25:15
LMNX,$692.51,2017-11-13,buy,3227,110131144-4,2016-11-26 07:11:27
MXIM,$1463.53,2019-05-25,sell,1268,331123589-4,2015-02-10 15:31:16
MTG,$1555.48,2016-04-04,buy,3011,277337658-7,2020-06-26 09:15:19
HBAN,$320.57,2018-06-19,sell,413,039155984-2,2017-08-29 05:18:20
DX,$1568.44,2022-02-25,buy,600,092927181-5,2021-05-15 22:35:04
MSBI,$1010.51,2021-04-01,sell,4128,310423936-3,2017-05-03 01:40:51
JMU,$1399.97,2020-03-09,buy,1756,600904520-7,2022-04-23 16:44:24
PAACW,$1997.65,2020-03-09,buy,2719,633379256-X,2018-09-30 08:03:56
RMP,$1595.58,2020-08-02,buy,1993,322887681-0,2019-09-30 12:42:47
WEBK,$297.78,2017-05-22,buy,1855,574371409-6,2020-03-27 08:45:51
FFIV,$651.72,2020-09-25,buy,2849,350797885-7,2018-07-06 22:38:30
KRNT,$619.56,2021-01-17,buy,263,139463129-4,2019-05-17 15:22:47
HBI,$1308.89,2022-07-29,buy,3878,142073389-3,2019-07-04 12:35:09
MTU,$611.29,2017-08-04,sell,4635,909525880-7,2018-07-19 17:03:25
PSCM,$400.07,2020-11-21,buy,3350,094731563-2,2017-09-18 18:52:33
BFS^C,$657.84,2015-02-19,buy,473,943678463-5,2019-02-05 00:05:05
MTT,$2017.60,2015-08-19,buy,2514,501112256-5,2017-11-27 04:58:29
PRTA,$176.09,2015-12-15,buy,4723,817086882-3,2016-09-17 19:46:12
CNET,$2306.51,2015-02-10,buy,842,727649178-1,2018-11-28 10:43:51
SSBI,$529.42,2020-01-28,sell,2716,639245620-1,2018-01-01 17:37:22
VGSH,$1718.82,2016-10-14,buy,873,791812227-5,2016-02-20 00:45:41
DAIO,$173.73,2018-05-26,sell,1800,460103083-8,2017-04-01 10:27:21
FSM,$1467.32,2016-08-18,sell,1180,665915912-6,2018-07-29 13:15:15
CRBP,$827.28,2018-07-25,buy,1587,828269673-0,2019-11-02 07:57:28
RADA,$152.91,2020-02-05,sell,1355,815569010-5,2019-07-17 05:26:26
FNV,$204.51,2020-07-31,buy,4993,554083687-1,2017-03-19 07:29:50
HL^B,$1451.83,2018-07-06,sell,1046,354236629-3,2015-10-26 06:52:54
EPIX,$28.17,2017-05-04,buy,4735,646064684-8,2017-08-22 19:54:05
SLG^I,$101.08,2020-01-19,buy,1717,676398176-7,2020-12-30 18:13:52
DWIN,$1842.50,2015-01-09,buy,1310,530776184-8,2018-06-08 00:25:48
STRL,$2293.21,2020-10-01,buy,867,468249343-4,2019-06-03 15:57:03
BSPM,$1725.09,2015-08-13,sell,2057,950393127-4,2020-01-30 16:06:52
BLMT,$714.20,2015-05-13,sell,285,036561396-7,2021-06-04 15:25:07
ATVI,$916.16,2022-05-13,buy,2840,185637479-3,2018-01-05 04:20:46
GLP,$1276.45,2015-04-10,buy,1594,633790786-8,2020-11-18 10:49:32
CREG,$1796.55,2019-10-25,buy,109,211523110-4,2018-04-29 01:21:18
FCFS,$2493.80,2022-03-17,buy,116,608381585-1,2016-07-03 21:18:50
WFC^J,$284.33,2016-03-18,sell,3842,720570039-6,2015-09-30 13:02:32
FMK,$1506.84,2017-05-12,sell,4730,619774192-X,2018-09-25 03:52:26
BBT^F,$1030.04,2016-03-23,sell,2083,607508977-2,2019-05-03 21:40:00
FCT,$1135.14,2015-01-30,buy,2872,416715847-7,2020-12-10 06:22:04
OPTT,$2461.00,2022-03-12,sell,4642,418624777-3,2020-06-19 01:28:30
CDNS,$200.37,2017-12-21,buy,922,905208530-7,2018-04-08 06:23:31
AMFW,$1400.25,2017-03-03,sell,2955,813882355-0,2017-12-22 15:03:06
QPACU,$1941.93,2015-06-26,sell,4061,490933051-8,2017-07-22 00:04:23
APOP,$521.50,2022-01-24,sell,2626,264730203-0,2017-04-23 15:47:33
GSK,$1265.25,2022-06-01,sell,4873,115588862-6,2017-10-30 09:03:46
GD,$2486.93,2017-11-07,buy,4790,130542433-6,2015-11-29 20:20:03
PSB,$2285.22,2021-12-03,buy,2078,176791432-6,2017-09-03 12:45:26
HYGS,$1985.18,2022-05-14,sell,1053,030233127-1,2020-08-27 14:14:48
OAKS,$178.87,2021-03-13,buy,3553,067730220-7,2020-06-28 18:15:22
LTRX,$1590.41,2017-01-10,sell,4305,575043099-5,2021-03-15 22:55:49
JBR,$1765.88,2022-05-16,buy,3364,790200883-4,2021-04-18 18:36:13
ZAGG,$481.63,2015-10-31,sell,4530,354426260-6,2016-12-17 06:55:43
MNST,$1377.06,2018-12-10,buy,1088,109891035-4,2021-12-21 14:02:55
HTZ,$112.62,2018-11-01,buy,1979,224310970-0,2022-02-19 17:47:53
GLYC,$2053.08,2017-08-11,sell,3263,216225285-6,2018-05-15 05:06:13
DXPS,$2165.76,2017-10-20,sell,2836,082935630-4,2021-10-16 16:51:54
SBSI,$2353.19,2015-03-12,sell,2053,576291515-8,2021-03-24 06:07:05
TWNKW,$2331.76,2020-09-22,sell,4273,849436742-0,2017-01-06 05:19:02
PL^E,$603.82,2021-03-10,sell,1684,727875302-3,2018-04-03 07:45:01
PRU,$1817.75,2016-12-06,buy,4415,978365742-9,2016-06-15 20:30:20
CIZN,$1276.83,2018-11-09,sell,4548,607648235-4,2022-02-02 09:50:07
RUBI,$982.14,2019-07-10,sell,885,786192303-7,2021-06-09 04:32:49
FIG,$1354.03,2020-10-08,buy,2790,356268160-7,2017-07-06 02:24:19
EMES,$2119.16,2020-09-25,buy,3044,666272787-3,2015-04-18 01:14:20
AMBC,$497.56,2020-07-19,buy,3319,005460440-0,2016-03-17 10:59:15
CDNA,$339.92,2015-07-09,buy,1373,349736345-6,2018-09-27 08:09:51
OMNT,$1331.58,2016-05-22,sell,2368,260696801-8,2018-05-18 06:02:01
JRS,$2274.98,2020-07-28,buy,3861,335293335-9,2015-03-17 19:06:18
ARI^C,$1050.82,2016-06-15,buy,1933,872650034-5,2020-05-04 03:54:09
QLC,$188.40,2016-12-01,sell,1041,038886576-8,2018-10-31 21:36:43
UBND,$1146.40,2016-07-23,sell,1239,703695263-6,2018-11-11 06:15:37
MAYS,$1180.07,2017-01-26,buy,4769,893210960-5,2016-09-12 15:10:48
PFBC,$2034.30,2015-06-02,buy,1446,585857069-0,2021-08-17 17:45:07
CLDR,$848.85,2019-05-07,buy,2923,553494363-7,2021-05-20 14:20:48
SCON,$1440.68,2022-06-14,buy,3224,119078055-0,2016-03-08 13:13:55
SBBC,$1684.63,2019-03-16,sell,4859,783089472-8,2015-01-07 01:04:14
FANG,$2422.85,2015-12-12,buy,2091,431582888-2,2017-12-13 17:39:00
NXN,$757.31,2021-09-28,buy,7,353235300-8,2017-04-15 20:19:14
GWRS,$1107.31,2022-03-19,sell,3581,284232973-2,2017-09-14 19:24:30
XBIO,$190.72,2017-07-16,buy,3246,052307241-4,2021-12-07 19:39:38
YERR,$2430.88,2017-10-01,sell,4428,406085832-3,2016-07-03 16:20:21
FIXD,$266.29,2016-07-13,buy,3839,867066615-4,2019-08-28 14:18:46
BTT,$858.75,2015-01-11,buy,4261,704223523-1,2017-03-01 21:48:26
SIX,$1313.72,2020-04-20,buy,2902,914665892-0,2018-03-29 13:46:44
IHC,$2400.26,2020-03-03,buy,4233,494860778-9,2021-05-14 07:58:22
FONR,$984.01,2015-10-11,sell,3828,149672397-X,2020-02-25 06:12:14
ETV,$245.29,2020-07-04,buy,3139,814123615-6,2018-04-27 00:21:23
QTRH,$2055.84,2018-12-12,sell,2169,892985419-2,2019-04-06 14:27:23
OCRX,$590.46,2017-01-31,sell,2156,870894203-X,2020-12-13 09:57:46
OPXAW,$61.05,2016-08-25,buy,3287,291335195-6,2015-11-24 07:42:38
CAPR,$1700.25,2020-12-10,sell,2833,215036428-X,2018-06-12 12:18:30
SNGX,$1613.42,2018-12-07,sell,1950,221198331-6,2020-02-21 22:34:37
CMS,$297.47,2022-01-28,sell,4107,427687169-7,2022-04-09 15:07:09
NEWT,$1055.02,2021-07-16,sell,3190,422562726-8,2016-07-16 11:45:54
INDB,$270.22,2022-06-21,buy,683,153633091-4,2015-01-08 06:50:31
CHDN,$1295.08,2020-06-29,sell,1357,631325723-5,2021-05-24 16:53:26
FOXF,$2409.68,2019-10-27,buy,77,451897865-X,2021-11-13 17:06:31
PBIB,$303.72,2019-04-04,buy,3024,720156478-1,2018-07-06 01:34:44
AGFSW,$959.64,2018-09-15,sell,4156,644920614-4,2016-08-06 09:08:31
JAG,$324.42,2021-04-18,buy,2556,297876234-9,2020-07-02 14:53:47
GTYHU,$783.24,2022-01-22,buy,4652,272199648-7,2016-06-28 20:36:35
RTIX,$1887.82,2019-08-26,buy,558,638822316-8,2017-02-01 18:28:20
KMG,$2012.47,2020-10-16,buy,784,361755385-0,2019-03-17 12:57:42
KOOL,$2278.03,2016-12-23,buy,3197,569160217-9,2021-05-27 10:35:36
TDIV,$1821.09,2016-04-08,buy,4283,500301512-7,2016-07-07 06:21:22
HIVE,$637.53,2021-10-06,buy,932,655655171-6,2021-08-27 03:20:10
LBRDA,$150.81,2015-05-26,sell,4041,814103373-5,2017-06-21 18:34:34
FISV,$2380.49,2020-12-08,sell,669,075297344-4,2015-04-27 08:01:43
RAS,$1540.70,2018-04-26,buy,3439,207251838-5,2018-03-11 15:59:12
WFC^W,$1945.78,2019-11-29,sell,989,133911183-7,2021-05-15 05:59:52
IBB,$1953.03,2018-12-17,buy,3972,060629118-0,2021-11-26 10:48:07
DRRX,$928.08,2021-01-01,sell,4652,243297135-3,2020-08-12 23:02:43
CCUR,$1421.73,2015-09-28,buy,1699,187344155-X,2018-09-05 14:03:52
SNBC,$1960.68,2019-08-17,sell,3938,153572352-1,2016-11-26 19:12:36
SCHW^B,$1523.72,2018-11-24,sell,2772,518355802-7,2021-08-03 04:21:33
TLT,$8.50,2016-12-10,sell,317,389433865-2,2022-04-05 21:00:11
WVVIP,$366.48,2018-12-10,buy,1269,657581914-1,2021-07-20 09:51:05
WST,$1524.20,2019-09-14,buy,3081,157784312-6,2021-12-30 13:43:48
PBIB,$693.94,2018-02-09,sell,1558,588544367-X,2016-11-26 20:58:47
NEP,$510.81,2016-07-16,buy,785,050462161-0,2017-09-14 15:51:28
KF,$1921.48,2019-03-17,sell,4021,138694127-1,2018-09-19 12:09:52
DNP,$2051.10,2019-07-03,buy,1438,868692361-5,2018-09-05 16:21:34
LMFAW,$272.27,2016-02-16,sell,681,720452966-9,2018-07-30 07:41:21
CAR,$1574.64,2018-05-07,sell,2059,288145562-X,2020-10-08 00:56:35
JHA,$55.51,2021-02-05,buy,3712,629600095-2,2017-06-13 06:13:39
ELC,$849.48,2022-08-09,buy,872,060157874-0,2020-02-21 11:20:48
CVS,$797.35,2016-09-03,buy,1814,238978236-1,2021-10-07 13:02:51
IDT,$1941.70,2015-05-23,sell,4007,055926623-5,2015-08-17 22:17:20
CEO,$66.61,2015-08-14,buy,2800,460225961-8,2016-05-10 13:27:11
MCI,$1428.37,2020-07-10,sell,4666,579713385-7,2019-03-17 18:36:28
TSS,$1671.00,2021-06-03,sell,4822,117855459-7,2021-10-21 04:22:51
CDK,$844.10,2017-05-05,buy,21,125299299-8,2020-07-31 20:59:15
NDRA,$2478.11,2016-12-11,sell,268,157094585-3,2021-02-08 18:39:09
AEL,$2403.28,2022-05-06,sell,1480,727428072-4,2017-02-10 02:28:42
CVV,$631.34,2018-06-12,sell,4122,172622232-2,2020-02-03 00:37:28
ATTU,$496.75,2020-10-09,sell,3169,865395207-1,2018-07-22 22:15:35
FALN,$1011.07,2015-04-29,sell,1436,041996988-8,2016-01-30 09:28:49
HCA,$2357.82,2016-09-06,buy,531,475472146-2,2022-07-03 18:38:14
GJV,$251.89,2021-02-08,buy,3238,223224214-5,2021-07-08 14:31:44
JYNT,$1010.71,2019-04-30,buy,2109,386413100-6,2021-10-13 07:00:35
IMAX,$1842.05,2018-07-14,buy,2664,956684820-X,2016-03-16 05:06:01
CKH,$2060.50,2019-10-20,sell,2592,415278346-X,2016-01-20 22:01:52
C^J,$1948.72,2021-11-08,sell,4598,517105524-6,2021-10-22 11:45:13
SHI,$1304.84,2022-03-22,buy,4862,281498272-9,2022-02-05 11:37:58
BEDU,$1505.61,2019-02-26,buy,4396,091422680-0,2018-01-03 04:19:59
LNDC,$2105.43,2022-02-01,sell,2396,040400745-7,2020-03-30 01:44:45
FBZ,$83.28,2019-08-02,sell,787,078968744-5,2018-07-13 07:08:35
SNOW,$1669.87,2016-11-28,sell,3585,034650123-7,2021-09-09 08:21:36
LIFE,$2415.15,2017-09-25,sell,4562,605382646-4,2018-08-05 15:29:16
SQM,$299.34,2017-09-08,sell,1095,077595963-4,2019-12-03 23:04:33
NXTD,$320.64,2016-03-31,sell,2455,326457944-8,2015-10-02 17:44:32
HBHCL,$2469.62,2015-06-03,buy,4649,331517745-7,2020-04-27 21:55:38
HAE,$2256.95,2017-08-06,buy,3713,643883655-9,2018-09-06 15:41:45
MBVX,$2076.99,2020-08-03,buy,4087,397541898-2,2015-09-12 20:59:38
GCVRZ,$2367.01,2020-02-23,sell,1769,960544145-4,2017-11-06 11:15:29
BTZ,$120.02,2016-01-04,buy,636,453054747-7,2021-02-02 11:36:00
CMCT,$858.18,2021-02-21,buy,2625,741522554-6,2015-05-01 12:49:55
BPFH,$578.93,2019-05-19,buy,3373,643794434-X,2016-10-10 05:37:17
CHRS,$367.24,2019-03-10,buy,4446,181290443-6,2015-01-11 00:13:31
HRG,$997.59,2019-11-25,buy,4353,752246705-5,2021-06-06 08:09:56
MS^E,$2133.06,2021-07-28,sell,708,523444938-6,2016-09-17 17:36:39
CAVM,$1090.06,2021-01-30,buy,4772,467371468-7,2017-07-23 17:51:49
IGR,$1891.85,2017-02-01,sell,2668,098486827-5,2021-11-11 15:26:11
MDP,$447.29,2022-08-02,sell,1020,813439136-2,2019-05-29 23:22:50
HSEA,$835.40,2019-04-26,sell,629,147212750-1,2016-08-11 07:36:16
CSV,$729.09,2021-05-04,buy,2502,656895004-1,2020-12-26 08:23:17
OCUL,$83.04,2019-04-13,sell,335,473802475-2,2020-06-23 13:02:42
VECO,$83.28,2020-03-11,buy,2815,643215905-9,2021-11-02 22:35:20
INSG,$1156.90,2015-01-26,buy,4825,940256394-6,2020-07-13 00:07:46
KEY^I,$505.66,2016-07-06,sell,1832,374974145-X,2016-10-05 12:50:06
RMT,$641.12,2018-04-24,buy,2301,625767832-3,2020-06-14 21:23:45
AMX,$1893.93,2016-02-20,buy,2003,066635077-9,2020-01-12 08:39:08
REIS,$36.01,2021-07-03,sell,2624,574101816-5,2021-07-16 16:33:05
SB,$1940.85,2020-04-28,buy,4000,868477963-0,2019-01-13 05:22:41
ARNC^B,$468.23,2020-06-19,sell,1404,931954879-X,2020-05-13 00:29:48
OTEL,$2187.22,2015-05-04,buy,2070,760165795-7,2018-07-31 01:43:07
EZT,$789.42,2018-05-11,sell,566,725938624-X,2019-08-15 00:39:54
IIN,$1167.96,2020-07-31,buy,4897,017260398-6,2022-03-01 11:04:33
MCY,$662.73,2020-03-17,sell,4752,080039903-X,2022-02-20 15:50:06
TTI,$504.92,2015-12-04,buy,3205,612405640-2,2020-02-06 07:48:42
PNRA,$1627.59,2021-08-26,buy,1677,759050520-X,2018-09-12 05:51:43
NYV,$1599.33,2015-03-16,buy,4811,128001383-4,2021-09-07 01:13:13
AIV,$1275.03,2019-12-02,buy,2004,071153876-X,2021-12-20 04:59:09
DWCH,$1110.17,2018-02-14,buy,565,654475203-7,2018-03-11 11:14:20
PWE,$1550.38,2016-09-18,buy,3367,102564341-0,2015-09-13 02:52:31
SOHOB,$1311.07,2016-01-28,sell,3013,286432530-6,2015-02-05 04:52:55
FIT,$2138.20,2019-07-22,buy,2335,541812675-X,2021-11-09 07:24:28
DGAS,$1615.04,2022-01-17,buy,47,650714169-0,2021-09-22 20:22:33
VEACU,$1734.63,2020-10-15,sell,3998,563953150-9,2020-01-07 19:19:40
VONE,$2186.33,2015-02-11,buy,4999,438428428-4,2018-01-09 10:54:09
LVHD,$1020.10,2016-12-20,buy,2803,040147115-2,2015-10-06 20:30:33
DTV,$707.93,2018-07-27,sell,859,080890441-8,2019-07-11 06:26:50
MUX,$853.78,2016-11-13,buy,1137,236786271-0,2021-08-06 18:32:26
JRI,$176.31,2016-03-30,sell,4433,378841355-7,2020-11-10 17:06:15
FBNK,$1075.91,2016-08-20,sell,4382,546604185-8,2019-05-15 14:59:32
BLL,$1092.73,2015-01-11,sell,2139,206681124-6,2018-04-05 13:32:25
TTC,$1250.98,2018-12-04,sell,1742,442337535-4,2016-01-07 22:45:49
ALNY,$600.36,2017-11-10,buy,3179,408339834-5,2018-05-28 17:43:03
DWTR,$2470.26,2021-04-28,sell,1016,493279268-9,2021-08-31 16:24:56
OSB,$1123.16,2015-10-13,sell,1664,685036711-0,2021-05-20 15:58:36
MET,$1208.09,2019-04-20,buy,2341,322206603-5,2017-06-17 07:02:00
MOMO,$879.37,2021-07-04,buy,3676,039893970-5,2018-08-28 16:48:00
GBL,$542.42,2020-05-12,sell,1542,584136645-9,2019-09-12 13:57:11
NSC,$964.32,2022-07-22,buy,1399,820680654-7,2017-05-31 18:26:34
OCFC,$999.41,2021-11-23,sell,4395,710225676-0,2018-11-01 04:07:31
ONTXW,$2367.89,2022-07-20,buy,3784,206693090-3,2015-03-30 12:34:52
MB,$2153.22,2018-08-16,buy,1751,561491486-2,2017-01-15 00:50:11
CGG,$645.43,2019-01-05,sell,3371,884090058-6,2021-02-14 20:19:15
SOJA,$2414.88,2016-06-18,sell,2937,943380632-8,2021-10-10 13:39:36
WPX,$490.04,2017-10-21,buy,2182,753559228-7,2015-02-02 03:12:49
JGH,$1170.55,2016-10-07,buy,1049,301693457-4,2020-07-27 03:04:56
VVI,$668.93,2021-11-14,buy,1624,705087071-4,2018-10-04 04:42:58
UZB,$1406.38,2022-03-31,buy,4744,171314031-4,2018-09-18 02:39:33
FHCO,$2489.74,2015-07-10,buy,4896,202767668-6,2017-12-12 20:42:11
XRAY,$452.72,2015-10-16,sell,1642,066613555-X,2018-08-03 06:12:59
CDR,$747.05,2018-11-06,buy,4953,861586037-8,2016-06-06 15:34:53
PMT^A,$1556.92,2019-03-22,buy,1716,249896955-1,2017-08-17 03:05:20
FTI,$2324.72,2016-09-01,sell,4077,900791604-1,2015-06-14 21:32:13
WATT,$1271.40,2019-11-29,sell,3295,001680686-7,2017-10-13 04:12:03
NBD,$1780.18,2017-04-20,buy,714,567217301-2,2017-05-01 19:38:56
BLD,$569.70,2020-02-25,buy,1275,710708254-X,2016-10-06 09:45:49
MTBCP,$2214.69,2018-09-10,buy,4238,247222310-2,2017-05-26 15:19:09
OLED,$528.19,2020-10-28,buy,2394,557034960-X,2020-01-20 19:10:30
RF,$2164.91,2019-02-09,buy,1760,664713463-8,2015-04-23 14:27:01
AZPN,$686.75,2020-07-03,sell,2003,157398444-2,2019-03-15 03:17:45
AHC,$2019.37,2015-04-06,buy,181,984260624-4,2018-01-12 10:30:06
INTC,$1914.88,2016-12-10,buy,3336,121614264-5,2016-02-08 05:35:14
CIM^A,$1815.55,2021-01-02,sell,1021,586256411-X,2020-02-27 13:58:19
GECC,$689.46,2015-04-18,sell,4959,440029195-2,2016-03-01 03:09:58
AQMS,$1555.39,2015-06-29,buy,2192,345244815-0,2020-03-16 09:02:02
REG,$1593.64,2019-03-03,sell,792,968234964-8,2017-05-06 16:42:24
FGM,$662.18,2019-06-15,sell,1587,849477233-3,2018-04-25 17:25:12
BGFV,$2287.28,2018-06-30,buy,1936,212960564-8,2019-06-17 17:28:41
STT^E,$2200.32,2015-11-18,buy,2563,623487159-3,2019-03-20 04:56:51
CARA,$2222.09,2015-12-02,sell,425,155723650-X,2020-06-20 22:11:50
WVFC,$552.58,2022-01-27,sell,3368,454814229-0,2018-08-12 10:40:58
MVCB,$1222.08,2020-10-18,sell,817,250213329-7,2017-10-19 11:56:49
SWX,$218.44,2017-12-20,buy,971,043160589-0,2022-03-28 03:26:03
